Date,Open,High,Low,Close,Volume
2010-05-12,17.86,18.423,17.814,18.423,141188121.0
2010-05-13,18.32,18.519000000000002,18.117,18.27,35337676.0
2010-05-14,18.182000000000002,18.423,18.08,18.168,20655655.0
2010-05-17,17.706,18.064,17.666,17.963,18199406.0
2010-05-18,17.937,18.157,17.927,18.064,11224792.0
2010-05-19,17.923,18.004,17.701,17.701,18071960.0
2010-05-20,17.605,17.656,16.914,16.939,20271390.0
2010-05-21,16.939,17.22,16.684,17.22,10417178.0
2010-05-24,17.226,17.63,17.22,17.527,9171435.0
2010-05-25,17.149,17.394000000000002,16.785,16.887,9925837.0
2010-05-26,17.109,18.117,17.109,18.117,49703309.0
2010-05-27,17.809,18.034000000000002,17.757,17.923,4665830.0
2010-05-28,17.932000000000002,17.983,17.706,17.912,3237436.0
2010-05-31,17.706,17.912,17.554000000000002,17.912,1459937.0
2010-06-01,17.676,17.9,17.425,17.84,4916462.0
2010-06-02,17.753,17.963,17.712,17.886,4446204.0
2010-06-04,17.84,17.963,17.502,17.502,4347641.0
2010-06-07,17.195,17.527,17.195,17.399,3536562.0
2010-06-08,17.409000000000002,17.605,17.349,17.349,23800128.0
2010-06-09,17.384,17.805,17.298,17.757,4322467.0
2010-06-10,17.619,17.977999999999998,17.619,17.912,6362155.0
2010-06-11,17.881,17.937,17.779,17.86,7745136.0
2010-06-14,17.86,18.09,17.757,17.998,3228703.0
2010-06-15,17.912,18.06,17.825,18.038,5227121.0
2010-06-16,18.048,18.09,17.717,18.034000000000002,6455424.0
2010-06-17,17.886,18.116,17.86,18.095,5833736.0
2010-06-18,18.045,18.361,18.045,18.295,21757420.0
2010-06-21,18.27,18.669,18.27,18.669,6747048.0
2010-06-22,18.449,18.592,18.346,18.423,3465948.0
2010-06-23,18.371,18.526,18.331,18.371,4040804.0
2010-06-24,18.371,18.475,18.168,18.168,3278235.0
2010-06-25,18.219,18.392,18.172,18.172,4225937.0
2010-06-28,18.198,18.254,17.937,18.012999999999998,1361617.0
2010-06-29,18.012999999999998,18.055,17.86,17.912,4533552.0
2010-06-30,17.912,18.116,17.886,17.912,2009439.0
2010-07-01,17.912,18.305,17.819000000000003,18.219,4463247.0
2010-07-02,18.055,18.423,18.055,18.117,3355380.0
2010-07-05,18.127,18.178,18.012999999999998,18.019000000000002,470911.0
2010-07-06,18.055,18.351,18.045,18.351,916187.0
2010-07-07,18.121,18.371,18.09,18.32,4052273.0
2010-07-08,18.423,18.669,18.219,18.368,8253304.0
2010-07-09,18.377,18.495,18.239,18.475,829337.0
2010-07-12,18.423,19.037,18.340999999999998,19.037,4971018.0
2010-07-13,18.95,19.343,18.95,19.343,5129838.0
2010-07-14,19.343,19.436,18.935,18.935,2262794.0
2010-07-15,18.935,19.14,18.883,18.935,776775.0
2010-07-16,18.833,19.215999999999998,18.833,18.833,1155376.0
