Date,Open,High,Low,Close,Volume
1995-05-25,4.1056,4.1056,4.1056,4.1056,773322.0
1995-05-26,4.1056,4.1056,4.1056,4.1056,605629.0
1995-05-29,4.1921,4.1921,4.1921,4.1921,494736.0
1995-05-30,3.7817,3.7817,3.7817,3.7817,377757.0
1995-05-31,3.8249,3.8249,3.8249,3.8249,236748.0
1995-06-01,3.5007,3.5007,3.5007,3.5007,95126.0
1995-06-02,3.5438,3.5438,3.5438,3.5438,148710.0
1995-06-05,3.7599,3.7599,3.7599,3.7599,73271.0
1995-06-06,3.7599,3.7599,3.7599,3.7599,176332.0
1995-06-07,3.8249,3.8249,3.8249,3.8249,185371.0
1995-06-08,3.8249,3.8249,3.8249,3.8249,150468.0
1995-06-09,3.8032,3.8032,3.8032,3.8032,102414.0
1995-06-12,3.6952,3.6952,3.6952,3.6952,96748.0
1995-06-13,3.7166,3.7166,3.7166,3.7166,90132.0
1995-06-14,3.8032,3.8032,3.8032,3.8032,62711.0
1995-06-16,3.7166,3.7166,3.7166,3.7166,62555.0
1995-06-19,3.5871,3.5871,3.5871,3.5871,44466.0
1995-06-20,3.6737,3.6737,3.6737,3.6737,67919.0
1995-06-21,3.6737,3.6737,3.6737,3.6737,81665.0
1995-06-22,3.6737,3.6737,3.6737,3.6737,111613.0
1995-06-23,3.7166,3.7166,3.7166,3.7166,55963.0
1995-06-26,3.8896,3.8896,3.8896,3.8896,255941.0
1995-06-27,4.0192,4.0192,4.0192,4.0192,256892.0
1995-06-28,3.8896,3.8896,3.8896,3.8896,121607.0
1995-06-29,3.9760000000000004,3.9760000000000004,3.9760000000000004,3.9760000000000004,207620.0
1995-06-30,3.9977,3.9977,3.9977,3.9977,126700.0
1995-07-03,4.1056,4.1056,4.1056,4.1056,282293.0
1995-07-04,4.0624,4.0624,4.0624,4.0624,220558.0
1995-07-05,4.0192,4.0192,4.0192,4.0192,104126.0
1995-07-06,4.0407,4.0407,4.0407,4.0407,83399.0
1995-07-07,3.9977,3.9977,3.9977,3.9977,65415.0
1995-07-10,3.9977,3.9977,3.9977,3.9977,31644.0
1995-07-11,3.9760000000000004,3.9760000000000004,3.9760000000000004,3.9760000000000004,82999.0
1995-07-12,3.9328,3.9328,3.9328,3.9328,63315.0
1995-07-13,4.0192,4.0192,4.0192,4.0192,151766.0
1995-07-14,4.0624,4.0624,4.0624,4.0624,58831.0
1995-07-17,4.149,4.149,4.149,4.149,379983.0
1995-07-18,4.4083,4.4083,4.4083,4.4083,541493.0
1995-07-19,4.8404,4.8404,4.8404,4.8404,
1995-07-20,5.3157,5.3157,5.3157,5.3157,735455.0
1995-07-21,5.5752,5.5752,5.5752,5.5752,777839.0
1995-07-24,5.6183,5.6183,5.6183,5.6183,769096.0
1995-07-25,6.1802,6.1802,6.1802,6.1802,494729.0
1995-07-26,6.7852,6.7852,6.7852,6.7852,897031.0
1995-07-27,7.3466,7.3466,7.3466,7.3466,627401.0
1995-07-28,6.957999999999999,6.957999999999999,6.957999999999999,6.957999999999999,440714.0
1995-07-31,6.2665,6.2665,6.2665,6.2665,439558.0
1995-08-01,6.2665,6.2665,6.2665,6.2665,317480.0
1995-08-02,6.2665,6.2665,6.2665,6.2665,325698.0
1995-08-03,6.1368,6.1368,6.1368,6.1368,390264.0
1995-08-04,6.2665,6.2665,6.2665,6.2665,240086.0
1995-08-07,6.3099,6.3099,6.3099,6.3099,244622.0
1995-08-08,6.1802,6.1802,6.1802,6.1802,172485.0
1995-08-09,6.0937,6.0937,6.0937,6.0937,167141.0
1995-08-10,6.3963,6.3963,6.3963,6.3963,252727.0
1995-08-11,6.7852,6.7852,6.7852,6.7852,344945.0
1995-08-16,6.9149,6.9149,6.9149,6.9149,374339.0
1995-08-17,6.9149,6.9149,6.9149,6.9149,361903.0
1995-08-18,6.6553,6.6553,6.6553,6.6553,262342.0
1995-08-22,7.1311,7.1311,7.1311,7.1311,582675.0
1995-08-23,7.1747,7.1747,7.1747,7.1747,375377.0
1995-08-24,7.3903,7.3903,7.3903,7.3903,397283.0
1995-08-25,8.1247,8.1247,8.1247,8.1247,447021.0
1995-08-28,8.5139,8.5139,8.5139,8.5139,464361.0
1995-08-29,8.4276,8.4276,8.4276,8.4276,441891.0
1995-08-30,8.211,8.211,8.211,8.211,432510.0
1995-08-31,8.1679,8.1679,8.1679,8.1679,405782.0
