Date,Open,High,Low,Close,Volume
2006-10-24,62.312,66.847,55.148,58.016000000000005,1338995.0
2006-10-25,61.123999999999995,61.503,58.492,60.643,241327.0
2006-10-26,61.788000000000004,61.788000000000004,57.776,57.776,118304.0
2006-10-27,57.776,58.492,57.299,58.016000000000005,107374.0
2006-10-30,58.923,58.923,55.387,56.582,54216.0
2006-10-31,57.203,57.346000000000004,56.343,57.299,35122.0
2006-11-02,57.489,57.489,56.821000000000005,57.059,101645.0
2006-11-03,57.299,57.299,56.725,56.964,16613.0
2006-11-06,57.299,58.732,56.343,57.776,25139.0
2006-11-07,59.21,60.931000000000004,57.776,60.836000000000006,79389.0
2006-11-08,61.123999999999995,61.123999999999995,59.21,61.123999999999995,21535.0
2006-11-09,60.643,61.075,60.163000000000004,60.163000000000004,15967.0
2006-11-10,60.163000000000004,60.163000000000004,59.352,59.786,10455.0
2006-11-13,60.163000000000004,60.163000000000004,59.21,59.21,32211.0
2006-11-14,58.97,59.449,57.776,58.732,40348.0
2006-11-15,59.638999999999996,59.638999999999996,57.346000000000004,57.872,21232.0
2006-11-16,58.206,59.638999999999996,58.206,58.732,72982.0
2006-11-17,58.827,59.449,58.35,58.732,58236.0
2006-11-20,58.732,59.21,58.35,58.97,31869.0
2006-11-21,59.21,60.019,58.97,59.687,43203.0
2006-11-22,59.687,60.595,59.687,60.403,98342.0
2006-11-23,60.595,60.595,60.163000000000004,60.403,28050.0
2006-11-24,60.403,61.598,60.163000000000004,61.309,68307.0
2006-11-27,61.598,64.461,61.598,64.172,147873.0
2006-11-28,62.88,64.316,62.216,64.316,54519.0
2006-11-29,64.223,65.895,63.506,65.796,64750.0
2006-11-30,65.895,66.559,65.082,65.56,39766.0
2006-12-01,65.895,66.803,65.132,66.604,60174.0
2006-12-04,66.847,70.189,66.282,69.331,59184.0
2006-12-05,70.238,70.428,69.71300000000001,70.189,62309.0
2006-12-06,70.28,70.667,68.523,68.99600000000001,192159.0
2006-12-07,68.99600000000001,70.428,68.99600000000001,70.189,25452.0
2006-12-08,70.616,70.616,69.279,69.817,34008.0
2006-12-11,70.105,70.105,68.758,68.898,24835.0
2006-12-12,69.23899999999999,69.23899999999999,68.043,68.47,130608.0
2006-12-13,68.188,68.758,67.57,67.57,27850.0
2006-12-14,67.655,68.668,65.082,66.847,42688.0
2006-12-15,65.895,67.8,63.977,67.8,69673.0
2006-12-18,67.8,68.714,66.375,68.668,50166.0
2006-12-19,68.523,68.714,67.32600000000001,68.523,111637.0
2006-12-20,67.8,69.23899999999999,66.414,67.32600000000001,70440.0
2006-12-21,66.138,66.847,66.138,66.414,24760.0
2006-12-22,66.414,66.847,65.94,66.375,62148.0
2006-12-27,66.375,67.75399999999999,66.375,67.32600000000001,23464.0
2006-12-28,67.32600000000001,67.8,66.375,67.8,39731.0
2006-12-29,66.038,71.626,66.038,71.626,95980.0
2007-01-02,70.667,71.101,70.189,70.189,27655.0
2007-01-03,70.568,70.568,68.043,68.858,43579.0
2007-01-04,68.758,68.758,67.09,67.57,34684.0
2007-01-05,68.043,71.381,67.8,70.141,130182.0
2007-01-08,70.189,71.29,68.286,71.29,29829.0
2007-01-09,70.904,73.533,70.189,73.056,101027.0
2007-01-10,73.533,74.016,72.383,73.533,20528.0
2007-01-11,72.818,75.211,72.818,75.062,36434.0
2007-01-12,75.923,76.16199999999999,74.296,74.68,63466.0
2007-01-15,75.436,78.791,74.47800000000001,78.215,29502.0
2007-01-16,78.791,78.791,76.11,78.215,33471.0
2007-01-17,77.84,77.84,76.402,76.874,31401.0
2007-01-18,77.308,78.543,76.402,78.36399999999999,70849.0
2007-01-19,78.305,78.305,76.785,77.354,26970.0
2007-01-22,76.499,77.354,76.26,76.874,77090.0
2007-01-23,77.113,77.113,74.47800000000001,76.402,57302.0
2007-01-24,76.447,77.354,75.923,77.354,25257.0
2007-01-25,77.877,78.926,77.877,78.791,83700.0
2007-01-26,78.36399999999999,78.686,76.402,77.84,38861.0
2007-01-29,78.266,81.023,77.354,80.124,56769.0
2007-01-30,80.319,80.604,78.791,80.221,30460.0
2007-01-31,79.255,81.023,79.255,80.221,31070.0
2007-02-01,81.023,82.08200000000001,80.694,81.218,40367.0
2007-02-02,81.885,84.515,81.65100000000001,83.8,21617.0
2007-02-05,83.56200000000001,85.09899999999999,83.084,84.27600000000001,18860.0
2007-02-06,84.27600000000001,84.515,83.084,83.8,8381.0
2007-02-07,82.41799999999999,83.56200000000001,81.705,82.60700000000001,20547.0
2007-02-08,82.12299999999999,82.12299999999999,75.735,78.543,55839.0
2007-02-09,77.877,79.97399999999999,77.877,78.589,29759.0
2007-02-12,78.791,79.795,77.84,79.795,101973.0
2007-02-13,80.363,81.42,79.795,80.694,73896.0
2007-02-14,82.12299999999999,82.12299999999999,80.694,81.27,12837.0
2007-02-15,81.835,81.835,77.354,78.791,21499.0
2007-02-16,78.791,81.173,78.791,78.791,26210.0
2007-02-19,80.559,80.559,78.02,80.124,87474.0
2007-02-20,80.124,80.169,78.791,78.791,27392.0
2007-02-21,79.735,79.97399999999999,78.543,78.791,53888.0
2007-02-22,78.881,79.735,78.543,79.503,106178.0
2007-02-23,79.735,79.735,78.266,78.543,150932.0
2007-02-26,80.027,80.027,78.589,78.589,17158.0
2007-02-27,78.589,78.791,73.82,74.016,44084.0
2007-02-28,72.433,76.447,72.433,76.447,111639.0
2007-03-01,77.354,78.266,75.211,76.402,49062.0
2007-03-02,76.16199999999999,78.305,74.972,77.6,48634.0
2007-03-05,75.211,77.308,73.344,76.499,55224.0
2007-03-06,75.488,77.6,75.488,77.503,20425.0
2007-03-07,77.6,78.791,77.354,78.791,47409.0
2007-03-08,78.791,80.925,78.791,80.259,39638.0
2007-03-09,81.075,83.315,80.462,81.173,84614.0
2007-03-12,81.173,83.084,81.173,82.17299999999999,28825.0
2007-03-13,82.36200000000001,82.36200000000001,82.12299999999999,82.221,110490.0
2007-03-14,80.694,82.36200000000001,79.255,82.36200000000001,33337.0
2007-03-15,82.12299999999999,83.035,82.12299999999999,82.36200000000001,41372.0
2007-03-16,82.60700000000001,83.512,82.12299999999999,82.12299999999999,116644.0
2007-03-19,83.273,83.273,81.173,82.12299999999999,8503.0
2007-03-20,82.12299999999999,82.60700000000001,80.694,82.08200000000001,14222.0
2007-03-21,81.173,82.17299999999999,81.173,82.12299999999999,80133.0
2007-03-22,82.36200000000001,83.035,82.12299999999999,82.36200000000001,18552.0
2007-03-23,83.035,83.035,81.173,82.32,15999.0
2007-03-26,81.218,82.12299999999999,81.218,81.885,11192.0
2007-03-27,81.315,82.12299999999999,81.315,82.12299999999999,27278.0
2007-03-28,82.08200000000001,82.36200000000001,81.173,82.36200000000001,19293.0
2007-03-29,81.27,82.36200000000001,81.27,82.17299999999999,15324.0
2007-03-30,82.12299999999999,84.039,81.885,81.885,87972.0
2007-04-02,83.084,83.462,81.218,83.462,11911.0
2007-04-03,83.56200000000001,83.56200000000001,81.65100000000001,83.035,6177.0
2007-04-04,83.084,84.039,83.084,83.56200000000001,31593.0
2007-04-05,83.56200000000001,83.8,83.084,83.56200000000001,8111.0
2007-04-10,83.56200000000001,84.515,83.56200000000001,84.27600000000001,45051.0
2007-04-11,84.572,89.061,84.572,88.765,59299.0
2007-04-12,89.061,89.086,84.515,86.19200000000001,21177.0
