Date,Open,High,Low,Close,Volume
2017-07-27,29.695999999999998,29.976,27.964000000000002,29.284000000000002,29561954.0
2017-07-28,29.284000000000002,30.017,29.201,29.901999999999997,4891877.0
2017-07-31,30.000999999999998,30.413,29.910999999999998,30.355999999999998,3494869.0
2017-08-01,30.397,30.604,30.232,30.43,2630981.0
2017-08-02,30.505,30.511999999999997,29.779,30.108,6043065.0
2017-08-03,30.017,30.026999999999997,29.613000000000003,29.695999999999998,3487399.0
2017-08-04,29.779,29.985,29.695999999999998,29.86,702949.0
2017-08-07,29.86,29.86,29.539,29.539,1961845.0
2017-08-08,29.572,29.729,29.572,29.695999999999998,376644.0
2017-08-09,29.68,29.695999999999998,29.613000000000003,29.695999999999998,912669.0
2017-08-10,29.655,29.695999999999998,29.613000000000003,29.655,505738.0
2017-08-11,29.655,29.68,29.572,29.655,608911.0
2017-08-14,29.655,29.712,29.613000000000003,29.695999999999998,759472.0
2017-08-16,29.63,29.68,29.506,29.572,1132896.0
2017-08-17,29.375,29.572,28.063000000000002,28.063000000000002,2260939.0
2017-08-18,28.046,28.5,27.964000000000002,28.211,1145374.0
2017-08-21,28.294,28.311,27.659000000000002,28.046,958014.0
2017-08-22,27.469,29.449,27.469,29.185,1483400.0
2017-08-23,29.301,29.844,29.301,29.639,1965780.0
2017-08-24,29.639,29.785999999999998,29.284000000000002,29.44,1163704.0
2017-08-25,29.449,29.695999999999998,29.375,29.695999999999998,1135131.0
2017-08-28,29.695999999999998,29.695999999999998,29.037,29.531999999999996,139804.0
2017-08-29,29.655,29.655,29.284000000000002,29.465,120747.0
2017-08-30,29.613000000000003,29.686999999999998,29.449,29.531999999999996,517094.0
2017-08-31,29.449,29.695999999999998,29.449,29.695999999999998,682882.0
2017-09-01,29.779,30.206999999999997,29.721,30.183000000000003,642398.0
2017-09-04,30.165,30.165,29.803,29.943,182082.0
2017-09-05,29.943,30.05,29.704,29.86,429107.0
2017-09-06,29.837,30.068,29.837,30.026999999999997,261795.0
2017-09-07,30.026999999999997,30.090999999999998,29.795,29.795,245398.0
2017-09-08,29.82,30.026999999999997,29.82,29.968000000000004,118137.0
2017-09-11,29.968000000000004,30.933000000000003,29.968000000000004,30.933000000000003,1376122.0
2017-09-12,31.031999999999996,31.37,30.933000000000003,31.238000000000003,706006.0
2017-09-13,31.221999999999998,31.428,30.95,31.263,607622.0
2017-09-14,31.180999999999997,31.215,30.636,31.164,843942.0
2017-09-15,30.933000000000003,31.338,30.866999999999997,31.338,1111277.0
2017-09-18,31.305,31.305,30.851,30.851,106686.0
2017-09-19,30.866999999999997,31.048000000000002,30.43,30.726999999999997,454517.0
2017-09-20,30.726999999999997,30.851,30.489,30.563000000000002,293294.0
2017-09-21,30.553,30.653000000000002,30.248,30.381,141304.0
2017-09-22,30.274,30.816999999999997,30.274,30.479,326454.0
2017-09-25,30.373,30.57,30.373,30.421999999999997,451802.0
2017-09-26,30.355999999999998,30.604,30.299,30.521,530550.0
2017-09-27,30.421999999999997,30.546,30.397,30.397,493867.0
2017-09-28,30.355999999999998,30.636,30.116999999999997,30.563000000000002,346316.0
2017-09-29,30.521,30.586,30.199,30.586,385855.0
2017-10-02,30.521,30.553,30.373,30.505,115200.0
2017-10-03,30.438000000000002,30.686,30.397,30.553,279485.0
2017-10-04,30.397,30.438000000000002,29.886,30.265,118796.0
2017-10-05,30.108,30.305999999999997,29.803,30.305999999999997,623884.0
2017-10-06,30.299,30.628,29.985,30.15,503087.0
2017-10-09,30.315,30.553,30.108,30.553,430343.0
2017-10-10,30.521,30.726999999999997,30.274,30.719,401091.0
2017-10-11,30.546,30.726999999999997,30.289,30.289,306407.0
2017-10-12,30.289,30.563000000000002,30.289,30.489,423204.0
2017-10-13,30.511999999999997,31.015,30.281,30.801,552358.0
2017-10-16,30.801,31.0,30.191,30.726999999999997,451311.0
2017-10-17,30.678,30.843000000000004,30.537,30.546,467257.0
2017-10-18,30.546,30.726999999999997,30.447,30.511999999999997,112508.0
2017-10-19,30.511999999999997,30.529,30.116999999999997,30.471,237639.0
2017-10-20,30.521,30.521,29.886,30.108,203234.0
2017-10-23,30.108,30.389,29.901999999999997,30.248,348293.0
2017-10-24,30.101,30.339000000000002,30.01,30.101,165145.0
2017-10-25,30.101,30.101,29.695999999999998,29.695999999999998,202159.0
2017-10-26,29.695999999999998,29.935,29.695999999999998,29.785999999999998,574798.0
2017-10-27,29.943,30.05,29.548000000000002,29.548000000000002,458063.0
2017-10-30,29.548000000000002,29.927,29.49,29.695999999999998,279586.0
2017-10-31,29.704,30.563000000000002,29.704,30.355999999999998,1127972.0
2017-11-02,30.463,30.644000000000002,29.779,30.265,456049.0
2017-11-03,30.265,30.511999999999997,29.803,30.389,468540.0
2017-11-06,30.389,30.521,29.918000000000003,30.438000000000002,312420.0
2017-11-07,30.241,30.62,30.241,30.604,917635.0
2017-11-08,30.57,30.891,30.315,30.884,791697.0
2017-11-09,30.81,30.933000000000003,30.364,30.644000000000002,863717.0
2017-11-10,30.595,30.743000000000002,29.943,30.108,295200.0
2017-11-13,29.87,30.496,29.375,29.943,638906.0
2017-11-14,31.099,31.263,29.745,30.348000000000003,2364792.0
2017-11-15,30.348000000000003,30.348000000000003,29.811,29.951999999999998,1244513.0
2017-11-16,29.918000000000003,30.339000000000002,29.763,30.108,822667.0
2017-11-17,30.421999999999997,30.644000000000002,29.901999999999997,30.438000000000002,883976.0
2017-11-20,30.447,30.604,30.224,30.438000000000002,838651.0
2017-11-21,30.455,30.644000000000002,30.116999999999997,30.604,803332.0
2017-11-22,30.521,30.521,30.241,30.438000000000002,552896.0
2017-11-23,30.258000000000003,30.604,30.232,30.521,479968.0
2017-11-24,30.604,30.686,30.248,30.258000000000003,570212.0
2017-11-27,30.43,30.628,30.258000000000003,30.381,1584080.0
2017-11-28,30.489,30.579,30.289,30.355999999999998,1338245.0
2017-11-29,30.563000000000002,30.563000000000002,29.785999999999998,29.82,1596589.0
2017-11-30,30.068,30.355999999999998,29.695999999999998,29.795,12631722.0
2017-12-01,29.878,30.084,29.127,29.686999999999998,975536.0
2017-12-04,29.695999999999998,29.785999999999998,29.284000000000002,29.655,346758.0
2017-12-05,29.365,29.381999999999998,28.913,29.201,1049570.0
2017-12-06,29.201,29.201,27.855999999999998,28.186999999999998,1601380.0
2017-12-07,28.154,28.913,28.104,28.789,532462.0
2017-12-08,28.426,28.822,27.89,28.046,816549.0
2017-12-11,28.054000000000002,28.434,27.89,27.89,622804.0
2017-12-12,28.063000000000002,28.276999999999997,27.601,27.881,255642.0
2017-12-13,27.715999999999998,28.211,27.715999999999998,28.021,435702.0
2017-12-14,27.906,28.195,27.412,27.666,600765.0
2017-12-15,27.494,28.070999999999998,27.469,28.070999999999998,576360.0
2017-12-18,28.112,28.294,27.897,27.956,224861.0
2017-12-19,27.923000000000002,28.145,27.551,27.873,499966.0
2017-12-20,27.84,27.873,27.618000000000002,27.642,514404.0
2017-12-21,27.618000000000002,27.93,27.609,27.715999999999998,723247.0
2017-12-22,27.642,27.823,27.592,27.633000000000003,107444.0
2017-12-27,27.633000000000003,27.823,27.559,27.823,221259.0
2017-12-28,27.873,28.17,27.715999999999998,27.865,551397.0
2017-12-29,28.021,28.160999999999998,27.725,27.89,150031.0
2018-01-03,28.541,28.541,27.914,28.459,231975.0
2018-01-04,28.441999999999997,28.772,28.228,28.541,870939.0
2018-01-05,28.541,28.822,28.541,28.69,151848.0
2018-01-08,28.789,29.647,28.789,29.613000000000003,266864.0
2018-01-09,29.564,29.596,29.003,29.284000000000002,651292.0
2018-01-10,29.037,29.101999999999997,28.311,28.706,489620.0
2018-01-11,28.706,28.706,28.392,28.541,246045.0
2018-01-12,28.69,28.69,28.128,28.294,251832.0
2018-01-15,28.459,28.590999999999998,27.93,28.046,379608.0
2018-01-16,28.228,28.359,28.160999999999998,28.311,406034.0
2018-01-17,28.359,28.508000000000003,28.160999999999998,28.211,498006.0
2018-01-18,28.261,28.294,27.766,27.849,441643.0
2018-01-19,27.881,27.964000000000002,27.502,27.633000000000003,695352.0
2018-01-22,27.831999999999997,27.964000000000002,26.809,27.964000000000002,1238536.0
2018-01-23,28.046,28.244,27.419,27.964000000000002,801745.0
2018-01-24,28.096,28.128,27.139,27.386,642125.0
2018-01-25,27.715999999999998,27.715999999999998,26.578000000000003,26.578000000000003,1382679.0
2018-01-26,26.660999999999998,27.37,26.611,27.37,595547.0
2018-01-29,27.469,27.618000000000002,27.238000000000003,27.518,645173.0
2018-01-30,27.518,27.749000000000002,27.485,27.749000000000002,173522.0
2018-01-31,27.633000000000003,28.195,27.633000000000003,28.046,677410.0
2018-02-01,28.046,28.046,27.386,27.568,524457.0
2018-02-02,27.485,27.633000000000003,27.238000000000003,27.386,187173.0
2018-02-05,27.304000000000002,27.585,27.155,27.469,293481.0
2018-02-06,26.809,27.221999999999998,26.281,26.842,532654.0
2018-02-07,26.875999999999998,27.435,26.660999999999998,26.809,476361.0
2018-02-08,26.809,26.908,26.314,26.314,472712.0
2018-02-09,26.298000000000002,26.429000000000002,25.736,25.77,621846.0
2018-02-12,26.15,26.496,26.0,26.166,290713.0
2018-02-13,26.182,26.478,26.182,26.397,462813.0
2018-02-14,26.397,26.478,26.099,26.230999999999998,862663.0
2018-02-15,26.397,26.397,26.05,26.05,766428.0
2018-02-16,26.298000000000002,27.204,26.166,26.892,1787053.0
2018-02-19,26.809,26.875999999999998,26.281,26.445,266820.0
2018-02-20,26.381,26.726,26.230999999999998,26.561,203017.0
2018-02-21,26.693,26.973000000000003,26.429000000000002,26.973000000000003,381569.0
2018-02-22,26.791999999999998,26.842,26.462,26.594,383849.0
2018-02-23,26.726,27.601,26.429000000000002,27.535,549482.0
2018-02-26,27.535,28.244,27.37,27.964000000000002,515789.0
2018-02-27,28.211,28.326999999999998,27.683000000000003,28.211,538471.0
2018-02-28,27.947,28.261,27.304000000000002,27.881,947373.0
2018-03-01,27.881,28.541,27.65,28.294,519613.0
2018-03-02,28.046,28.112,26.908,26.973000000000003,723903.0
2018-03-05,26.973000000000003,27.502,26.825,27.04,126941.0
2018-03-06,27.221999999999998,27.799,27.221999999999998,27.238000000000003,102539.0
2018-03-07,27.221999999999998,27.799,27.055999999999997,27.633000000000003,172567.0
2018-03-08,27.715999999999998,28.441999999999997,27.7,28.311,444941.0
2018-03-09,28.294,28.459,27.815,28.409000000000002,396438.0
2018-03-12,28.475,28.541,28.08,28.375999999999998,297886.0
2018-03-13,28.375999999999998,28.475,28.294,28.375999999999998,398848.0
2018-03-14,28.441999999999997,28.441999999999997,28.128,28.426,172312.0
2018-03-15,28.311,28.441999999999997,27.997,27.997,152682.0
2018-03-16,27.964000000000002,28.276999999999997,27.799,27.815,427733.0
2018-03-19,27.881,28.046,27.386,27.386,106306.0
2018-03-20,27.287,27.683000000000003,27.287,27.386,318433.0
2018-03-21,27.551,27.7,26.973000000000003,27.221999999999998,305835.0
2018-03-22,27.221999999999998,27.238000000000003,26.892,26.973000000000003,90251.0
2018-03-23,26.859,27.585,26.776,26.776,381728.0
2018-03-26,26.809,27.139,26.414,26.414,235318.0
2018-03-27,26.561,26.973000000000003,26.083000000000002,26.083000000000002,169709.0
2018-03-28,26.083000000000002,27.107,26.0,26.809,409169.0
2018-03-29,26.924,27.551,26.809,27.32,356479.0
2018-04-03,27.089000000000002,27.799,26.693,27.485,161704.0
2018-04-04,27.485,27.897,27.139,27.451999999999998,177731.0
2018-04-05,27.238000000000003,27.618000000000002,26.809,26.973000000000003,286177.0
2018-04-06,26.973000000000003,27.204,26.116,26.414,675751.0
2018-04-09,26.33,26.709,26.198,26.397,157587.0
2018-04-10,26.397,27.006999999999998,26.397,26.809,182936.0
2018-04-11,26.594,26.842,26.0,26.298000000000002,233228.0
2018-04-12,26.726,27.089000000000002,26.462,26.545,419235.0
2018-04-13,26.578000000000003,26.645,26.496,26.561,1045061.0
2018-04-16,26.645,26.726,26.496,26.529,86225.0
2018-04-17,26.561,26.809,26.529,26.726,159428.0
2018-04-18,26.809,26.842,26.578000000000003,26.709,288614.0
2018-04-19,26.645,26.791999999999998,26.578000000000003,26.645,209935.0
