Date,Open,High,Low,Close,Volume
1994-01-25,52.895,52.895,52.895,52.895,414435.0
1994-01-27,52.895,52.895,52.895,52.895,570897.0
1994-01-31,47.605,47.605,47.605,47.605,
1994-02-01,42.864,42.864,42.864,42.864,
1994-02-03,38.593,38.593,38.593,38.593,228895.0
1994-02-07,35.263000000000005,35.263000000000005,35.263000000000005,35.263000000000005,733844.0
1994-02-08,38.79,38.79,38.79,38.79,268802.0
1994-02-10,38.79,38.79,38.79,38.79,722857.0
1994-02-14,36.83,36.83,36.83,36.83,633906.0
1994-02-15,36.046,36.046,36.046,36.046,609935.0
1994-02-17,36.046,36.046,36.046,36.046,899653.0
1994-02-21,32.913000000000004,32.913000000000004,32.913000000000004,32.913000000000004,889508.0
1994-02-22,36.203,36.203,36.203,36.203,235883.0
1994-02-24,39.808,39.808,39.808,39.808,606631.0
1994-02-28,42.317,42.317,42.317,42.317,630338.0
1994-03-01,42.277,42.277,42.277,42.277,211377.0
1994-03-03,41.925,41.925,41.925,41.925,313311.0
1994-03-07,39.808,39.808,39.808,39.808,480703.0
1994-03-08,39.181,39.181,39.181,39.181,468485.0
1994-03-10,39.141999999999996,39.141999999999996,39.141999999999996,39.141999999999996,479871.0
1994-03-14,37.614000000000004,37.614000000000004,37.614000000000004,37.614000000000004,471369.0
1994-03-15,37.221,37.221,37.221,37.221,409409.0
1994-03-17,38.399,38.399,38.399,38.399,555133.0
1994-03-21,37.221,37.221,37.221,37.221,351894.0
1994-03-22,33.539,33.539,33.539,33.539,323843.0
1994-03-24,35.616,35.616,35.616,35.616,450305.0
1994-03-28,33.344,33.344,33.344,33.344,312410.0
1994-03-29,30.013,30.013,30.013,30.013,268802.0
1994-03-31,27.585,27.585,27.585,27.585,523321.0
1994-04-05,29.778000000000002,29.778000000000002,29.778000000000002,29.778000000000002,385827.0
1994-04-07,30.954,30.954,30.954,30.954,380184.0
1994-04-08,28.994,28.994,28.994,28.994,201713.0
1994-04-11,26.096,26.096,26.096,26.096,248398.0
1994-04-12,23.509,23.509,23.509,23.509,
1994-04-14,23.509,23.509,23.509,23.509,296590.0
1994-04-18,25.076,25.076,25.076,25.076,376195.0
1994-04-19,25.86,25.86,25.86,25.86,414732.0
